X,OriginTime,MinWait,NumberSeen,MaxAngle
0.226873,0.274416,0.0618676,3,0.0740309
0.21515,0.27497,0.00608034,3,0.818694
0.522155,0.27524,0.0134043,5,0.497378
0.258967,0.275837,0.0580387,6,0.1539
0.504571,0.276033,0.0647881,7,0.0529636
0.627373,0.276131,0.0230732,4,0.0816149
0.744314,0.276497,0.0440813,2,0.0303429
0.805715,0.276545,0.0145827,3,0.454564
0.609789,0.276916,0.0148864,5,0.44353
0.475264,0.277329,0.0455979,7,0.244991
0.849532,0.277349,0.0910007,0,0
0.910933,0.277396,0.0146509,1,0.585158
0.0951356,0.277551,0.0611582,5,0.0243727
0.0278733,0.277745,0.0572656,1,0.00409511
0.715007,0.277756,0.0659205,3,0.00511583
0.95475,0.278191,0.0705268,1,0.000813615
0.194492,0.27862,0.0855994,1,0.0308725
0.337666,0.280371,0.0749373,3,0.0711498
0.510146,0.280942,0.104112,7,0.115891
0.320081,0.281046,0.0125925,5,0.298116
0.130017,0.281137,0.0633116,3,0.0907104
0.492562,0.281604,0.0819799,7,0.0845029
0.296636,0.281913,0.0362505,6,0.160483
0.972047,0.282346,0.0645764,0,0
0.32873,0.283006,0.0130727,6,0.271952
0.764398,0.28306,0.0124861,2,0.69615
0.317007,0.283413,0.0635217,5,0.0800374
0.50121,0.283526,0.0461319,9,0.0725255
0.582983,0.284968,0.0710406,6,0.153754
0.454319,0.285095,0.0614405,7,0.0646823
0.699923,0.285236,0.0376554,5,0.267066
0.6268,0.285578,0.0136259,6,0.2418
0.927943,0.285943,0.049183,2,0.0362265
0.346028,0.286548,0.0324143,5,0.242629
0.401567,0.286757,0.048907,3,0.0473719
0.395706,0.286942,0.0720411,3,0.028394
0.831374,0.287001,0.0702116,2,0.00727073
0.629587,0.287428,0.0515282,6,0.0791263
0.0535326,0.287835,0.0264987,3,0.0291551
0.796206,0.288052,0.0446862,5,0.0407188
0.342954,0.288503,0.0702555,7,0.145615
0.717221,0.288527,0.0600583,5,0.0603977
0.834161,0.288764,0.0396486,2,0.00595591
0.951102,0.288988,0.0444003,2,0.0306245
0.0125031,0.289019,0.088456,1,0.0823839
0.49785,0.289434,0.0270676,11,0.359555
0.860394,0.289784,0.0108134,4,0.00826652
0.0152904,0.290676,0.0557297,3,0.0481102
0.310573,0.291132,0.0828677,9,0.0439873
0.427513,0.291339,0.0278966,5,0.224232
0.488914,0.291367,0.0141581,12,0.569738
0.0970628,0.291807,0.0107094,6,0.0999613
0.0912015,0.291963,0.031697,6,0.105312
0.0853401,0.292108,0.03895,6,0.27682
0.202281,0.292317,0.0550605,5,0.0719785
0.135018,0.292433,0.0805654,4,0.0785211
0.75489,0.292564,0.0582639,3,0.148727
0.860108,0.293061,0.0075362,5,0.162971
0.357177,0.293127,0.0418166,6,0.195381
0.15539,0.293482,0.0485865,4,0.0121591
0.187484,0.294209,0.0105948,4,0.0280164
0.304425,0.294404,0.0482372,8,0.0641806
0.734232,0.294583,0.0820906,4,0.0240657
0.538306,0.294781,0.0328724,12,0.161205
0.0967761,0.294876,0.00764022,7,0.151635
0.778048,0.295022,0.0331306,3,0.0610546
0.0733306,0.295416,0.0517184,5,0.151795
0.0674693,0.295554,0.0688622,5,0.0645967
0.748742,0.295688,0.0326284,3,0.0655375
0.105425,0.296105,0.0198686,7,0.402501
0.345167,0.296328,0.0226343,11,0.23037
0.210643,0.296538,0.0457765,6,0.213194
0.880192,0.296931,0.0616615,3,0.109131
0.187197,0.297049,0.00775479,5,0.139146
0.728083,0.297517,0.0586339,6,0.0183975
0.59942,0.297592,0.00807176,7,0.66113
0.967826,0.29773,0.0207867,4,0.0413243
0.26897,0.297971,0.0496335,12,0.390618
0.391772,0.298017,0.058429,7,0.0283883
0.575975,0.298085,0.0310099,10,0.0684709
0.631514,0.298233,0.0491554,11,0.0783393
0.0613212,0.298391,0.021657,6,0.350124
0.239663,0.298574,0.041672,8,0.0635054
0.964752,0.299086,0.0317473,4,0.0202303
0.388698,0.29936,0.0976977,6,0.0273072
0.248312,0.299662,0.0482662,10,0.181559
0.862321,0.299877,0.0566238,6,0.0662035
0.917861,0.300016,0.0512932,4,0.185707
0.163465,0.300101,0.0216888,4,0.0737198
0.0348017,0.300177,0.0461132,5,0.0617983
0.0903413,0.300308,0.020601,9,0.17676
0.300777,0.301063,0.0103146,17,0.110294
0.172114,0.301136,0.0705044,5,0.116151
0.283193,0.301397,0.0103025,13,0.104639
0.970327,0.301401,0.0455209,6,0.157454
0.566753,0.301931,0.031049,13,0.0645794
0.867896,0.302141,0.0706563,6,0.0776271
0.616431,0.302165,0.0228673,10,0.689185
0.592985,0.302589,0.0547728,11,0.173426
0.967253,0.302604,0.0159124,7,0.117191
0.821005,0.302983,0.037196,7,0.0793805
0.189411,0.303099,0.0352279,8,0.0596495
0.551956,0.30332,0.00105647,10,0.917494
0.30049,0.303343,0.008035,18,0.118954
0.791698,0.303495,0.07386,6,0.039866
0.975901,0.303558,0.0480116,5,0.0703653
0.724436,0.303581,0.0304832,10,0.0271706
0.282906,0.303652,0.00804705,14,0.107292
0.902778,0.303742,0.0448605,5,0.102702
0.277045,0.30375,0.0399234,13,0.135182
0.0255796,0.30378,0.0369338,6,0.161724
0.885193,0.304041,0.0566712,5,0.0512198
0.75653,0.304101,0.0436354,7,0.279486
0.627867,0.304167,0.00177821,13,0.871803
0.689268,0.304186,0.0229188,9,0.101657
0.81207,0.304223,0.0436016,6,0.19221
0.499203,0.304227,0.0359244,19,0.257331
0.297416,0.304472,0.0136915,18,0.436078
0.537159,0.304641,0.0206598,16,0.247221
0.0897679,0.304811,0.0160981,13,0.243491
0.648238,0.304879,0.0227904,9,0.0742341
0.82658,0.305028,0.0595923,7,0.0431266
0.575114,0.305056,0.0240388,14,0.11101
0.94352,0.305164,0.020287,5,0.0219061
0.747595,0.305303,0.0227143,7,0.121558
0.183263,0.305328,0.0227116,8,0.0276997
0.153956,0.305808,0.0362783,7,0.118723
0.589625,0.305839,0.0334244,12,0.494939
0.443377,0.306181,0.0564245,12,0.0277594
0.940446,0.306223,0.0300632,5,0.0245426
0.314714,0.306236,0.0551499,15,0.139849
0.703491,0.307004,0.0278028,10,0.138724
0.0718971,0.307105,0.0400293,12,0.143361
0.937372,0.307252,0.0534355,6,0.0300605
0.48412,0.307495,0.0563913,19,0.219565
0.858387,0.307508,0.0478251,8,0.122364
0.282333,0.307711,0.0163204,15,0.104154
0.332011,0.307904,0.0201339,17,0.188969
0.162318,0.308571,0.0273625,7,0.0997717
0.78219,0.308648,0.0542248,8,0.0555892
0.586264,0.308772,0.00291887,14,0.910014
0.144734,0.308832,0.053966,10,0.115056
0.942947,0.309038,0.0164121,7,0.08996
0.249952,0.309123,0.0430597,13,0.291144
0.244091,0.309205,0.0537914,13,0.114329
0.0540263,0.30924,0.00509381,10,0.661905
0.422432,0.309339,0.0537637,10,0.146017
0.723576,0.309499,0.0245655,13,0.0918753
0.460388,0.30969,0.00522259,14,0.810738
0.147521,0.309694,0.0200392,9,0.0711824
0.0188581,0.309749,0.0538084,7,0.0679064
0.632868,0.309903,0.0374857,15,0.119065
0.252739,0.309976,0.000821701,13,0.945065
0.436942,0.310022,0.0219154,13,0.0528355
0.246878,0.310056,0.0406771,13,0.16525
0.308279,0.310071,0.0200199,20,0.11339
0.413497,0.31035,0.00953059,11,0.787573
0.659101,0.310411,0.0100745,9,0.776341
0.720502,0.310426,0.0268534,14,0.0886642
0.463175,0.310528,0.0338427,14,0.411903
0.758457,0.310765,0.0126043,8,0.724101
0.0040613,0.310825,0.0267458,6,0.177373
0.433868,0.310929,0.0193781,12,0.0959645
0.495269,0.310949,0.0122421,21,0.672495
0.740873,0.311008,0.0445199,11,0.141106
0.66775,0.311153,0.0205836,7,0.572225
0.778829,0.311341,0.0168114,9,0.311137
0.0244327,0.3114,0.0328891,10,0.137214
0.331438,0.311473,0.0165653,19,0.27007
0.933725,0.311775,0.0216398,7,0.0541861
0.731938,0.311967,0.0481942,12,0.102802
0.530151,0.312154,0.0301732,20,0.177148
0.138299,0.312376,0.0157013,12,0.584366
0.886834,0.312393,0.0483196,7,0.0639211
0.506705,0.312461,0.0384382,23,0.251078
0.378042,0.312511,0.0523531,10,0.120219
0.685047,0.312581,0.019067,10,0.255849
0.182116,0.312621,0.0190598,14,0.0837265
0.930651,0.312638,0.0128909,6,0.138426
0.176255,0.312694,0.0415038,11,0.0687887
0.21421,0.313009,0.0110578,11,0.727727
0.275611,0.313023,0.038647,17,0.330635
0.962745,0.313031,0.0471922,10,0.0929452
0.146948,0.313073,0.0166599,13,0.0850031
0.263889,0.313173,0.0202513,14,0.681107
0.196626,0.313236,0.0127928,13,0.237814
0.190765,0.313308,0.0286083,13,0.129789
0.877899,0.313316,0.0238571,10,0.456515
0.252166,0.313322,0.0166767,18,0.648044
0.307706,0.313412,0.0166792,23,0.105793
0.854453,0.313611,0.0299731,13,0.0995027
0.664389,0.313641,0.0180368,9,0.524867
0.640943,0.313934,0.0198352,16,0.0545523
0.696483,0.314022,0.0283687,13,0.49188
0.445018,0.314039,0.0324462,16,0.0592232
0.690622,0.314093,0.0187935,11,0.103757
0.813424,0.31412,0.0126542,11,0.480313
0.985904,0.314304,0.0247957,6,0.472355
0.693409,0.314822,0.0211876,12,0.174365
0.865889,0.315007,0.0422871,10,0.0845387
0.161171,0.315212,0.0321784,12,0.0873113
0.468176,0.315277,0.0316628,18,0.517639
0.278112,0.315305,0.0283683,19,0.153577
0.321929,0.315529,0.017769,21,0.548511
0.00320117,0.315603,0.0197601,9,0.158632
0.50027,0.315634,0.0140234,24,0.518135
0.684473,0.315677,0.0124126,12,0.314347
0.924216,0.315795,0.0420118,7,0.134007
0.856954,0.315853,0.0184863,14,0.102764
0.146375,0.316118,0.0168268,14,0.100377
0.637583,0.316223,0.023176,17,0.0660748
0.318855,0.316296,0.00987947,22,0.433383
0.871464,0.316408,0.033117,10,0.386294
0.932865,0.316421,0.0252015,12,0.0811367
0.228147,0.316617,0.0196669,13,0.501955
0.64037,0.316905,0.016864,18,0.0653361
0.824573,0.316942,0.023013,12,0.0771321
0.573108,0.316957,0.0514056,17,0.0872243
0.751449,0.317062,0.0182821,13,0.127289
0.125716,0.317071,0.0182805,13,0.366254
0.561385,0.317089,0.027916,18,0.253436
0.359598,0.317252,0.00986097,16,0.359937
0.108132,0.317266,0.0580154,14,0.223248
0.795266,0.317269,0.0154691,9,0.470068
0.789405,0.317337,0.00985918,10,0.0786686
0.844944,0.317416,0.0208269,13,0.120846
0.532078,0.317419,0.0381232,22,0.368332
0.0232859,0.317515,0.029485,12,0.119835
0.950162,0.317633,0.015755,13,0.460565
0.447231,0.317666,0.0416285,17,0.0592129
0.318568,0.317705,0.00847008,25,0.362868
0.379969,0.317717,0.0554188,12,0.100307
0.0991969,0.318055,0.0420434,18,0.334501
0.596266,0.318088,0.0420334,17,0.341803
0.774608,0.318189,0.0456199,12,0.115175
0.768747,0.31825,0.030799,12,0.249805
0.578682,0.318281,0.0380298,21,0.130146
0.00262775,0.318424,0.016939,10,0.148381
0.689761,0.318431,0.00867371,14,0.435275
0.365172,0.318559,0.0418908,15,0.325682
0.359311,0.318624,0.00848857,17,0.323604
0.789118,0.318705,0.00849037,11,0.0764801
0.537653,0.31872,0.00875692,21,0.557
0.648732,0.318868,0.00880205,16,0.427151
0.748088,0.319139,0.00887822,15,0.54533
0.183757,0.319159,0.0088809,16,0.422159
0.92643,0.319237,0.0317806,12,0.32812
0.663242,0.319373,0.0293806,13,0.493771
0.935079,0.319799,0.0223868,16,0.0769878
0.745014,0.319824,0.000754131,17,0.950735
0.929217,0.319858,0.00980823,13,0.400324
0.236222,0.319914,0.0497125,14,0.0812856
0.481826,0.319958,0.00980628,23,0.162312
0.163099,0.320023,0.00176733,15,0.833683
0.347302,0.320056,0.0240131,19,0.484816
0.905772,0.320098,0.0491933,8,0.199389
0.932005,0.320467,0.0255013,14,0.117196
0.116208,0.3205,0.0294643,15,0.591062
0.110346,0.320561,0.0222256,18,0.388094
0.668817,0.320602,0.0294212,14,0.389701
0.35595,0.320605,0.0204176,17,0.334391
0.964099,0.320774,0.0100585,13,0.503174
0.399767,0.320794,0.0353852,14,0.279827
0.928931,0.321125,0.00854132,16,0.541171
0.48154,0.321221,0.00854326,24,0.157352
0.788545,0.321275,0.011622,14,0.072464
0.402554,0.321386,0.014278,17,0.532433
0.0224257,0.321437,0.0255637,15,0.109693
0.519495,0.321463,0.0147771,24,0.759589
0.452233,0.321511,0.0396405,20,0.257049
0.238723,0.321763,0.0184833,17,0.369857
0.656807,0.321954,0.0289598,15,0.346567
0.393619,0.32208,0.0444063,12,0.247475
0.566099,0.322223,0.0107568,21,0.469768
0.437436,0.32226,0.00967707,20,0.371757
0.24151,0.322338,0.0472352,20,0.18536
0.0514459,0.322364,0.030669,16,0.242917
0.536792,0.322504,0.00279641,25,0.745938
0.530931,0.322558,0.0197689,25,0.266058
0.653733,0.322579,0.0218097,17,0.186181
0.899337,0.32262,0.0443274,10,0.0939013
0.893476,0.322677,0.0174049,11,0.0594416
0.998694,0.322861,0.0217539,13,0.0869955
0.434362,0.322879,0.00982109,21,0.362639
0.478179,0.323056,0.0460753,23,0.235682
0.662382,0.323086,0.0118732,19,0.774466
0.834862,0.323225,0.00518682,15,0.753003
0.878679,0.3234,0.0173001,15,0.366441
0.559951,0.323454,0.011342,22,0.489607
0.934219,0.323462,0.00995265,18,0.35431
0.67103,0.323582,0.0489171,18,0.213978
0.855233,0.323615,0.0199689,17,0.184692
0.863882,0.324104,0.0215063,19,0.226925
0.41063,0.324246,0.0171798,17,0.311427
0.846298,0.324264,0.0291313,17,0.211067
0.533432,0.324266,4.53373e-05,26,0.982986
0.208843,0.324373,0.0436847,16,0.225987
0.577249,0.324435,0.0275923,24,0.307551
0.939793,0.324544,0.0117425,18,0.422609
0.621065,0.3246,0.0541468,21,0.275884
0.787684,0.324786,0.0213736,15,0.0672548
0.0332883,0.324824,0.0170989,15,0.238858
0.21163,0.324906,0.0174085,16,0.433343
0.930858,0.325177,0.000351969,23,0.931219
0.533145,0.325374,0.00862085,29,0.777078
0.404482,0.325404,0.0288695,18,0.191572
0.772888,0.325464,0.0232607,18,0.149584
0.196833,0.325579,0.000450101,18,0.916399
0.693903,0.325605,0.0104048,19,0.325685
0.816704,0.325623,0.0267947,14,0.510665
0.579749,0.326049,0.0302618,25,0.182877
0.126497,0.32618,0.0117509,18,0.703292
0.81363,0.326185,0.000588718,14,0.895464
0.433502,0.326229,0.0040781,25,0.636655
0.679106,0.326266,0.0169022,16,0.684618
0.298977,0.32631,0.0369437,32,0.280694
0.257947,0.326653,0.00286385,26,0.909433
0.564952,0.326698,0.0344619,25,0.199357
0.123423,0.326732,0.0109488,18,0.200754
0.0444377,0.326871,0.00395202,17,0.880957
0.541507,0.326893,0.0711683,28,0.364962
0.0327149,0.326968,0.0109206,17,0.184978
0.0268536,0.327015,0.0079963,17,0.739322
0.149656,0.327033,0.0304158,23,0.111324
0.456661,0.327078,0.0198789,26,0.594443
0.68468,0.327259,0.000830284,20,0.858982
0.0589477,0.327266,0.0148791,19,0.628464
0.120349,0.327275,0.0385912,19,0.219813
0.18175,0.327284,0.0043964,23,0.609515
0.550156,0.327337,0.00598062,26,0.827871
0.047225,0.327362,0.0108757,21,0.255218
0.348369,0.327453,0.0184316,22,0.749592
0.845438,0.327477,0.0107656,22,0.302848
0.520849,0.327578,0.0156368,32,0.610341
0.675745,0.327839,0.0427185,20,0.24025
0.0762451,0.328137,0.0333871,22,0.559088
0.757517,0.328187,0.0195496,21,0.55165
0.690255,0.328223,0.00466272,19,0.586807
0.813057,0.328241,0.0046675,15,0.586399
0.353943,0.328414,0.0226649,24,0.590618
0.286681,0.328451,0.0107554,30,0.257006
0.78375,0.328474,0.0331455,17,0.182872
0.219419,0.32849,0.0331412,19,0.558829
0.190112,0.328719,0.00960755,25,0.555805
0.307052,0.328783,0.0132172,35,0.352059
0.602335,0.328917,0.0606003,28,0.259778
0.406409,0.328983,0.0194858,22,0.15954
0.780676,0.32899,0.0225527,18,0.194399
0.590612,0.329008,0.020008,28,0.449431
0.652013,0.329017,0.0205906,25,0.157515
0.707552,0.329072,0.0320071,21,0.108297
0.947295,0.32915,0.0260637,20,0.14921
0.634429,0.329155,0.00965157,22,0.177117
0.505765,0.329182,0.0116398,33,0.679778
0.0583743,0.329257,0.0173541,20,0.448542
0.555444,0.32928,0.0194563,29,0.444552
0.856587,0.329369,0.00496992,21,0.560613
0.979389,0.329386,0.051145,16,0.105718
0.833142,0.329549,0.0122385,21,0.609317
0.356444,0.329847,0.0050958,26,0.767127
0.730711,0.329851,0.0096431,23,0.212177
0.657587,0.329931,0.0209822,26,0.481131
0.713127,0.329985,0.0340404,19,0.418499
0.645865,0.33002,0.0507372,23,0.149879
0.634142,0.330108,0.00869798,23,0.23219
0.751083,0.33017,0.00517412,24,0.543202
0.12535,0.330176,0.00517571,23,0.543066
0.482033,0.330313,0.00144425,33,0.766259
0.730424,0.330788,0.00870645,25,0.206434
0.198187,0.331026,0.0316262,24,0.205995
0.560732,0.331115,0.0138898,30,0.392751
0.604548,0.331252,0.0205526,30,0.212744
0.788751,0.331276,0.00162094,20,0.739575
0.408623,0.331314,0.0374877,26,0.225954
0.279959,0.331339,0.046259,32,0.139925
0.961232,0.331385,0.0162572,21,0.17387
0.890895,0.331889,0.0719156,19,0.060689
0.382103,0.331951,0.0378319,21,0.0980741
0.0457914,0.332122,0.0191862,24,0.43679
0.721202,0.332206,0.0115276,24,0.470157
0.776742,0.332256,0.0161552,21,0.429703
0.335212,0.332285,0.0103527,28,0.31502
0.262089,0.33236,0.0287945,32,0.43557
0.636356,0.332364,0.0287858,25,0.189972
0.630495,0.332406,0.00655021,24,0.75881
0.993039,0.332491,0.0199988,21,0.166279
0.177242,0.332517,0.0216812,28,0.298099
0.560158,0.332895,0.00190095,34,0.697286
0.180029,0.332931,0.0191924,29,0.136454
0.133139,0.333253,0.0397452,25,0.323665
0.568807,0.333267,0.0318672,36,0.22271
0.109693,0.333413,0.0144767,27,0.373024
0.355297,0.333443,0.0144838,31,0.424781
0.416698,0.33345,0.00356365,27,0.918394
0.0365693,0.333485,0.0399091,22,0.278813
0.785104,0.333495,0.00959505,25,0.117583
0.0628021,0.333731,0.028949,27,0.35725
0.893109,0.334031,0.00605129,20,0.46841
0.703045,0.334047,0.000760007,25,0.931158
0.200114,0.334067,0.0405032,26,0.28547
0.445718,0.334096,0.0123892,30,0.431722
0.974882,0.334319,0.0172503,21,0.455726
0.784817,0.334335,0.0087545,27,0.137116
0.878312,0.334544,0.00262878,23,0.785871
0.179456,0.334617,0.0175068,31,0.113573
0.161872,0.334733,0.00120036,33,0.900324
0.334352,0.334831,0.0262515,36,0.241192
0.261228,0.3349,0.0262542,33,0.392498
0.38403,0.334915,0.0101007,25,0.103407
0.875238,0.334971,0.000776881,26,0.962295
0.802115,0.33504,0.0195907,23,0.279966
0.231922,0.335092,0.0579063,31,0.172161
0.287461,0.335135,0.0100802,37,0.323827
0.410263,0.33515,0.00627642,29,0.449213
0.515481,0.335278,0.00483968,37,0.907198
0.12363,0.335387,0.00229416,30,0.637903
0.222986,0.335551,0.0443846,26,0.268932
0.0329218,0.335566,0.00232234,23,0.633646
0.720056,0.33557,0.00170944,26,0.864678
0.842857,0.335584,0.037293,28,0.120709
0.959798,0.335634,0.0365503,22,0.162156
0.205402,0.335661,0.0196233,28,0.201349
0.00361501,0.335754,0.001817,23,0.857147
0.0474319,0.335871,0.0023672,28,0.626871
0.600041,0.335935,0.000692903,33,0.949493
0.637996,0.336089,0.00330991,27,0.734437
0.945001,0.336123,0.0319088,31,0.311033
0.406902,0.336362,0.0121067,29,0.217944
0.824987,0.336482,0.00347284,21,0.722134
0.555937,0.336601,0.0121362,36,0.638546
0.678739,0.336614,0.006554,34,0.642349
0.482814,0.336666,0.0217943,38,0.333262
0.476952,0.336701,0.01567,36,0.534019
0.286888,0.336718,0.00248753,39,0.608698
0.301398,0.337013,0.00188955,42,0.889253
0.418338,0.337061,0.0365146,30,0.474977
0.786744,0.337103,0.0239192,30,0.189126
0.131705,0.337285,0.0259361,30,0.504167
0.818839,0.337286,0.0396858,24,0.269508
0.973735,0.337484,0.0187294,23,0.494822
0.766086,0.337606,0.0155768,30,0.581382
0.45322,0.337607,0.00892802,33,0.730625
0.821626,0.337646,0.00253282,24,0.85687
0.441497,0.337677,0.038444,33,0.246172
0.938567,0.337696,0.0187127,34,0.3827
0.312834,0.337701,0.0437202,43,0.306158
0.804042,0.337753,0.02293,27,0.556048
0.233849,0.337798,0.0494265,32,0.126344
0.529131,0.3379,0.0197577,42,0.378886
0.0262003,0.337918,0.00279502,25,0.84367
0.935493,0.338087,0.00409904,34,0.674848
0.716121,0.338275,0.00540081,30,0.832925
0.213191,0.338291,0.0199903,29,0.610879
0.581597,0.338331,0.0176776,39,0.585864
0.0055422,0.338409,0.0335964,28,0.460357
0.490889,0.338496,0.0250878,39,0.515741
0.11076,0.338526,0.00426029,30,0.662672
0.154577,0.338636,0.00343253,34,0.852403
0.89725,0.338677,0.0392878,23,0.104603
0.829988,0.338706,0.0185066,25,0.567176
0.376735,0.338797,0.0286624,29,0.298765
0.996607,0.338828,0.0398649,26,0.106432
0.303612,0.338859,0.00378177,44,0.838975
0.0521464,0.338867,0.0141664,31,0.559589
0.0462851,0.338902,0.0124062,31,0.398195
0.318122,0.339135,0.00356619,42,0.765659
0.166013,0.33929,0.0154105,37,0.40532
0.344355,0.339343,0.00450207,34,0.811282
0.65136,0.339374,0.0157243,36,0.232117
0.0811665,0.339417,0.0256905,28,0.627034
0.946642,0.339472,0.0157421,36,0.23127
0.800394,0.339592,0.043222,27,0.2092
0.420266,0.339622,0.0153786,36,0.302686
0.654147,0.339712,0.00467614,37,0.63127
0.335419,0.339748,0.00289029,39,0.547872
0.563439,0.339872,0.0256002,44,0.217935
0.999107,0.339883,0.004732,27,0.627052
0.686241,0.339884,0.0245625,35,0.341612
0.0339889,0.340384,0.00590581,31,0.757311
0.960865,0.340443,0.00719903,25,0.370548
0.580736,0.340471,0.0243811,40,0.370438
0.26787,0.340473,0.000456254,41,0.97685
0.0105434,0.340513,0.0285308,27,0.486194
0.446212,0.340524,0.0125822,39,0.33462
0.864296,0.34063,0.00497952,30,0.608362
0.788098,0.341047,0.00439529,36,0.676612
0.776375,0.341111,0.00730094,33,0.41484
0.206182,0.341152,0.0204699,34,0.181211
0.440064,0.341239,0.0285103,39,0.149698
0.121336,0.341273,0.0245937,38,0.217975
0.901965,0.341444,0.00715849,24,0.709149
0.591886,0.341766,0.0155957,37,0.541117
0.384237,0.341873,0.00314227,35,0.509817
0.372515,0.341935,0.00572742,31,0.87307
0.164866,0.342041,0.0238653,39,0.452088
0.600534,0.34205,0.0127388,37,0.629718
0.287668,0.342053,0.00316275,44,0.506724
0.895817,0.342142,0.0344398,27,0.114292
0.737847,0.342315,0.0274806,32,0.190685
0.983451,0.342338,0.0185461,27,0.280976
0.290455,0.342366,0.000908091,46,0.968184
0.536059,0.342389,0.00980981,45,0.793734
0.0096833,0.342526,0.0108161,30,0.774177
0.0476388,0.342654,0.00323,37,0.561719
0.448139,0.342845,0.0164498,42,0.417904
0.872085,0.342913,0.0013337,31,0.949033
0.111827,0.342967,0.00857969,36,0.85291
0.798961,0.342968,0.044186,33,0.295844
0.439204,0.343211,0.0265384,40,0.213706
0.249139,0.343223,0.00470557,38,0.806712
0.287095,0.343348,0.00330689,45,0.546826
0.974228,0.343351,0.0128631,30,0.421333
0.158431,0.343367,0.0150367,39,0.240641
0.772441,0.343422,0.00530214,36,0.613113
0.570654,0.343496,0.0189707,46,0.1534
0.93906,0.343529,0.0128797,40,0.404872
0.687595,0.343535,0.0181462,39,0.351896
0.977016,0.343652,0.0156135,30,0.546539
0.652427,0.343712,0.00589525,41,0.539213
0.95357,0.34377,0.00494837,33,0.853249
0.526551,0.34403,0.019975,48,0.41323
0.0936696,0.344316,0.0135299,30,0.695968
0.38309,0.34443,0.02532,39,0.181871
0.476586,0.344585,0.00778616,43,0.779707
0.570081,0.344738,0.0177284,49,0.185336
0.374155,0.344779,0.0246752,37,0.437964
0.46765,0.344933,0.00200667,44,0.865177
0.0143978,0.345009,0.00139597,30,0.935501
0.426621,0.34513,0.00166719,37,0.926006
0.353497,0.345181,0.00589791,41,0.789694
0.15171,0.345251,0.0178544,40,0.258727
0.76572,0.345303,0.0078794,41,0.720416
0.201388,0.345312,0.00206513,40,0.912074
0.122403,0.34539,0.0198638,42,0.270274
0.78023,0.345532,0.00601008,41,0.563543
0.554997,0.345712,0.00606544,51,0.559666
0.0168984,0.345891,0.0238492,30,0.520895
0.993453,0.346003,0.00648709,32,0.494522
0.835483,0.346158,0.00839828,35,0.663078
0.706819,0.346174,0.0148016,36,0.348923
0.76822,0.346179,0.00287042,41,0.813869
